Country,Emirate,Education,Occupation,Gender,Marital Status,Coverage,Income,cluster
Philipines,Dubai,High School or Below,Employed,M,Married,Basic,26747,1
Pakistan,Dubai,College,Employed,F,Married,Basic,63422,0
India,Dubai,High School or Below,Government,F,Married,Extended,22081,0
Pakistan,Dubai,College,Self-Employed,F,Single,Basic,0,0
Pakistan,Sharjah,Bachelor,Employed,F,Divorced,Extended,29698,1
India,Sharjah,College,Enterpreneur,F,Married,Basic,24518,1
Philipines,Sharjah,College,Employed,M,Divorced,Extended,62873,1
India,Dubai,Master,Employed,M,Married,Extended,28377,1
Pakistan,Dubai,College,Government,M,Married,Basic,21102,2
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
China,Dubai,High School or Below,Self-Employed,F,Married,Extended,0,0
India,Abu Dhabi,Bachelor,Employed,M,Divorced,Basic,81410,1
Pakistan,Dubai,High School or Below,Enterpreneur,F,Married,Basic,27869,0
UAE,Dubai,High School or Below,Employed,M,Single,Premium,57449,2
Pakistan,Abu Dhabi,High School or Below,Employed,M,Married,Basic,40901,1
China,Abu Dhabi,High School or Below,Employed,M,Married,Extended,88701,1
India,Dubai,Master,Employed,F,Married,Extended,29365,0
India,Dubai,College,Self-Employed,F,Single,Extended,0,0
Philipines,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Pakistan,Dubai,Bachelor,Employed,F,Married,Basic,56455,0
India,Dubai,Bachelor,Employed,M,Divorced,Basic,35095,2
UAE,Dubai,High School or Below,Self-Employed,F,Single,Premium,0,0
Pakistan,Dubai,College,Employed,F,Married,Extended,94903,0
Other,Abu Dhabi,Doctor,Employed,M,Married,Basic,80192,1
Pakistan,Dubai,Master,Self-Employed,M,Divorced,Extended,0,2
India,Sharjah,Master,Employed,M,Married,Extended,60244,1
Philipines,Abu Dhabi,College,Employed,F,Married,Basic,52735,1
Philipines,Abu Dhabi,High School or Below,Employed,F,Married,Basic,78275,1
UAE,Dubai,Bachelor,Employed,F,Married,Premium,77282,0
India,Dubai,College,Employed,F,Divorced,Extended,21604,0
Philipines,Dubai,High School or Below,Employed,F,Married,Extended,51962,0
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,Doctor,Employed,F,Married,Basic,56362,0
Philipines,Dubai,College,Employed,M,Married,Basic,85753,1
Philipines,Dubai,High School or Below,Employed,F,Married,Extended,36167,0
Pakistan,Dubai,Master,Employed,F,Married,Extended,68568,0
India,Dubai,College,Employed,F,Married,Extended,35482,0
Other,Abu Dhabi,High School or Below,Employed,M,Married,Basic,92079,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
UAE,Dubai,College,Self-Employed,M,Single,Premium,0,2
India,Sharjah,Bachelor,Employed,F,Married,Basic,34558,1
China,Abu Dhabi,Master,Enterpreneur,M,Married,Basic,14775,1
India,Dubai,High School or Below,Employed,M,Married,Basic,35637,1
Pakistan,Sharjah,Bachelor,Employed,M,Married,Extended,66726,1
India,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
Pakistan,Dubai,College,Self-Employed,F,Divorced,Extended,0,0
India,Dubai,Doctor,Employed,F,Single,Basic,79719,0
Philipines,Dubai,Bachelor,Employed,M,Married,Basic,25632,1
Pakistan,Abu Dhabi,College,Employed,F,Divorced,Extended,61108,1
India,Dubai,College,Self-Employed,M,Single,Extended,0,2
Philipines,Dubai,College,Retired,F,Divorced,Basic,21073,0
Pakistan,Dubai,Doctor,Enterpreneur,M,Married,Extended,17932,2
China,Sharjah,High School or Below,Employed,M,Married,Basic,81082,1
Pakistan,Sharjah,High School or Below,Employed,F,Married,Basic,71684,1
Pakistan,Dubai,High School or Below,Employed,M,Single,Basic,57338,2
Philipines,Dubai,College,Self-Employed,M,Married,Basic,0,2
Pakistan,Dubai,College,Employed,M,Married,Basic,24409,1
India,Dubai,High School or Below,Employed,F,Married,Extended,83488,0
UAE,Dubai,High School or Below,Self-Employed,M,Married,Premium,0,2
India,Dubai,Master,Employed,F,Divorced,Basic,62537,0
Other,Dubai,College,Retired,M,Single,Basic,10621,2
Philipines,Dubai,Bachelor,Employed,F,Married,Extended,43478,0
Pakistan,Dubai,Bachelor,Employed,F,Divorced,Extended,46503,0
Pakistan,Dubai,High School or Below,Employed,F,Divorced,Basic,27179,0
India,Dubai,College,Employed,F,Divorced,Basic,62229,0
Philipines,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
Pakistan,Sharjah,College,Employed,M,Single,Extended,67060,1
Pakistan,Dubai,College,Retired,F,Single,Extended,13663,0
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Philipines,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
India,Dubai,Bachelor,Employed,F,Divorced,Basic,97745,0
UAE,Abu Dhabi,High School or Below,Employed,F,Single,Premium,26026,1
UAE,Abu Dhabi,College,Employed,F,Single,Premium,72794,1
Pakistan,Abu Dhabi,College,Employed,F,Divorced,Extended,47730,1
Philipines,Dubai,College,Self-Employed,M,Married,Extended,0,2
Other,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Pakistan,Sharjah,Doctor,Employed,F,Single,Basic,97785,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Other,Abu Dhabi,Doctor,Employed,M,Divorced,Extended,30817,1
India,Abu Dhabi,College,Employed,F,Married,Basic,64502,1
India,Sharjah,Bachelor,Employed,M,Married,Extended,30335,1
Pakistan,Abu Dhabi,Master,Employed,M,Divorced,Extended,21020,1
India,Abu Dhabi,College,Employed,F,Divorced,Basic,84574,1
Other,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
Pakistan,Sharjah,Master,Self-Employed,F,Married,Extended,0,0
Pakistan,Dubai,High School or Below,Retired,F,Divorced,Extended,11828,0
Philipines,Dubai,College,Employed,F,Married,Basic,54889,0
Pakistan,Sharjah,College,Employed,F,Married,Basic,89918,1
UAE,Abu Dhabi,Bachelor,Employed,M,Married,Premium,87002,1
UAE,Dubai,High School or Below,Employed,M,Divorced,Premium,55687,2
Pakistan,Dubai,Bachelor,Government,M,Married,Extended,17103,2
Philipines,Dubai,College,Self-Employed,F,Single,Basic,0,0
Philipines,Dubai,College,Employed,M,Married,Basic,28441,1
Pakistan,Sharjah,Bachelor,Employed,M,Married,Basic,91212,1
Philipines,Sharjah,Bachelor,Employed,F,Married,Basic,66325,1
UAE,Sharjah,Doctor,Employed,F,Married,Premium,67895,1
UAE,Abu Dhabi,Master,Employed,F,Single,Premium,29550,1
Philipines,Dubai,College,Government,M,Single,Extended,10275,2
UAE,Dubai,College,Employed,M,Divorced,Premium,61725,2
India,Dubai,College,Retired,M,Single,Basic,28215,2
Philipines,Abu Dhabi,College,Enterpreneur,F,Divorced,Extended,10563,0
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Employed,M,Single,Basic,99722,2
Other,Dubai,Master,Retired,M,Married,Extended,16224,2
Other,Sharjah,Bachelor,Employed,F,Married,Basic,72096,1
China,Dubai,Bachelor,Employed,M,Married,Basic,63800,1
UAE,Dubai,High School or Below,Employed,M,Divorced,Premium,55687,2
India,Dubai,High School or Below,Self-Employed,M,Divorced,Extended,0,2
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Abu Dhabi,College,Employed,M,Single,Extended,29598,1
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,22907,1
Pakistan,Dubai,Bachelor,Employed,M,Divorced,Basic,22697,2
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,70174,1
India,Dubai,High School or Below,Employed,F,Married,Basic,85378,0
China,Abu Dhabi,High School or Below,Employed,F,Married,Extended,31477,1
China,Abu Dhabi,College,Employed,M,Married,Extended,66429,1
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
China,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
UAE,Abu Dhabi,Bachelor,Self-Employed,F,Married,Premium,0,0
India,Sharjah,Bachelor,Employed,M,Married,Basic,74217,1
China,Abu Dhabi,High School or Below,Employed,M,Divorced,Extended,46298,1
Pakistan,Dubai,College,Self-Employed,F,Single,Extended,0,0
Other,Abu Dhabi,High School or Below,Employed,F,Single,Basic,43860,1
Philipines,Dubai,College,Self-Employed,F,Married,Basic,0,0
Philipines,Dubai,College,Employed,M,Married,Basic,48029,1
Other,Sharjah,College,Employed,F,Single,Extended,86830,1
Philipines,Dubai,College,Self-Employed,F,Married,Extended,0,0
China,Abu Dhabi,High School or Below,Employed,F,Married,Basic,40706,1
India,Sharjah,High School or Below,Employed,F,Married,Basic,69231,1
Philipines,Dubai,College,Self-Employed,F,Single,Extended,0,0
UAE,Dubai,College,Self-Employed,M,Single,Premium,0,2
Philipines,Sharjah,High School or Below,Enterpreneur,F,Married,Basic,16171,0
Philipines,Dubai,College,Employed,M,Single,Basic,51397,2
Pakistan,Sharjah,Bachelor,Employed,F,Married,Basic,83879,1
India,Dubai,College,Employed,F,Single,Extended,63267,0
China,Dubai,College,Employed,M,Single,Extended,44712,2
India,Abu Dhabi,Doctor,Employed,M,Divorced,Basic,59311,1
Philipines,Dubai,Bachelor,Employed,M,Divorced,Extended,81957,2
Philipines,Dubai,Doctor,Employed,M,Married,Basic,59601,1
UAE,Dubai,High School or Below,Employed,M,Married,Premium,71034,1
Other,Dubai,Bachelor,Government,M,Married,Basic,13103,2
Pakistan,Dubai,College,Enterpreneur,M,Married,Extended,20978,2
India,Dubai,Bachelor,Employed,F,Divorced,Extended,46503,0
India,Sharjah,College,Employed,M,Married,Basic,61064,1
UAE,Dubai,College,Government,F,Married,Premium,17572,0
Pakistan,Abu Dhabi,Master,Employed,M,Married,Basic,99823,1
China,Dubai,College,Government,F,Married,Basic,17453,0
UAE,Abu Dhabi,College,Employed,M,Married,Premium,55663,1
Other,Abu Dhabi,Master,Employed,M,Married,Basic,73196,1
Pakistan,Sharjah,High School or Below,Employed,F,Married,Basic,58577,1
China,Sharjah,High School or Below,Employed,F,Married,Basic,88055,1
India,Dubai,Bachelor,Self-Employed,M,Married,Extended,0,2
India,Dubai,High School or Below,Employed,M,Married,Basic,80892,1
Philipines,Abu Dhabi,Master,Employed,F,Single,Basic,34990,1
India,Dubai,College,Employed,M,Married,Basic,37124,1
India,Dubai,High School or Below,Employed,F,Single,Basic,22236,0
Other,Dubai,Master,Employed,F,Married,Basic,97131,0
Pakistan,Dubai,College,Employed,F,Married,Basic,67760,0
Philipines,Abu Dhabi,Bachelor,Self-Employed,F,Married,Basic,0,0
China,Dubai,College,Self-Employed,M,Married,Basic,0,2
India,Dubai,High School or Below,Employed,M,Married,Basic,37473,1
Other,Dubai,High School or Below,Employed,F,Married,Basic,32314,0
UAE,Sharjah,College,Employed,M,Married,Premium,49214,1
Pakistan,Dubai,High School or Below,Employed,F,Divorced,Basic,49851,0
Other,Dubai,High School or Below,Government,M,Married,Extended,27951,2
China,Dubai,Bachelor,Self-Employed,F,Divorced,Extended,0,0
Philipines,Sharjah,Master,Employed,F,Married,Basic,56410,1
Philipines,Dubai,Bachelor,Employed,F,Married,Extended,22497,0
Philipines,Dubai,College,Employed,F,Married,Basic,61347,0
China,Dubai,Bachelor,Employed,F,Divorced,Basic,37803,0
China,Dubai,Master,Employed,F,Married,Basic,91276,0
Pakistan,Sharjah,College,Employed,M,Married,Extended,30816,1
Pakistan,Sharjah,College,Employed,F,Married,Basic,41968,1
Philipines,Sharjah,Master,Employed,M,Married,Basic,35754,1
India,Dubai,Master,Employed,F,Married,Basic,36706,0
Other,Dubai,High School or Below,Employed,M,Married,Extended,48258,1
Philipines,Abu Dhabi,Master,Employed,M,Married,Extended,52965,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
Pakistan,Abu Dhabi,High School or Below,Employed,M,Single,Basic,62634,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Basic,96917,1
UAE,Dubai,High School or Below,Employed,F,Married,Premium,76157,0
India,Dubai,College,Employed,F,Married,Basic,53219,0
UAE,Sharjah,College,Employed,F,Divorced,Premium,81412,1
India,Sharjah,College,Employed,F,Married,Basic,59744,1
India,Dubai,College,Employed,F,Divorced,Basic,38898,0
India,Abu Dhabi,High School or Below,Self-Employed,M,Married,Extended,0,2
Pakistan,Dubai,College,Employed,F,Married,Basic,99961,0
Pakistan,Abu Dhabi,High School or Below,Employed,M,Married,Extended,30886,1
Other,Abu Dhabi,Master,Employed,F,Married,Extended,35984,1
China,Sharjah,College,Self-Employed,F,Married,Extended,0,0
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,Master,Self-Employed,M,Married,Extended,0,2
Philipines,Sharjah,Master,Employed,M,Married,Extended,60244,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
India,Dubai,College,Employed,F,Single,Basic,37553,0
China,Dubai,College,Self-Employed,M,Single,Basic,0,2
UAE,Dubai,College,Employed,M,Married,Premium,60475,1
Philipines,Dubai,Doctor,Self-Employed,M,Married,Basic,0,2
India,Dubai,College,Self-Employed,M,Single,Extended,0,2
India,Dubai,Master,Enterpreneur,M,Married,Basic,25545,2
Philipines,Dubai,Master,Retired,M,Divorced,Basic,24182,2
Pakistan,Abu Dhabi,High School or Below,Employed,F,Divorced,Extended,80979,1
Philipines,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Philipines,Abu Dhabi,High School or Below,Self-Employed,F,Married,Basic,0,0
Pakistan,Dubai,Bachelor,Employed,M,Married,Basic,29250,1
India,Sharjah,Master,Employed,F,Married,Basic,33566,1
Other,Dubai,College,Employed,F,Married,Basic,65247,0
India,Dubai,High School or Below,Employed,M,Married,Extended,39650,1
India,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
Pakistan,Dubai,College,Employed,M,Married,Basic,82680,1
UAE,Dubai,High School or Below,Self-Employed,M,Single,Premium,0,2
Pakistan,Dubai,College,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
Philipines,Dubai,College,Self-Employed,M,Single,Basic,0,2
China,Abu Dhabi,High School or Below,Employed,M,Single,Basic,86834,1
Philipines,Abu Dhabi,Bachelor,Employed,F,Divorced,Extended,46143,1
India,Dubai,Doctor,Enterpreneur,M,Divorced,Extended,21275,2
Philipines,Abu Dhabi,High School or Below,Employed,M,Married,Basic,47746,1
UAE,Dubai,College,Employed,M,Married,Premium,51675,1
India,Sharjah,College,Employed,M,Married,Basic,85522,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
Pakistan,Dubai,College,Self-Employed,F,Single,Extended,0,0
Pakistan,Sharjah,Bachelor,Employed,M,Single,Extended,55632,1
China,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,Bachelor,Self-Employed,M,Married,Extended,0,2
Philipines,Abu Dhabi,Bachelor,Employed,M,Single,Extended,69152,1
Pakistan,Dubai,Bachelor,Enterpreneur,M,Single,Basic,13476,2
Other,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Pakistan,Dubai,College,Employed,F,Married,Basic,33252,0
China,Dubai,College,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,College,Employed,F,Married,Basic,59456,0
India,Sharjah,Bachelor,Employed,F,Married,Basic,88989,1
Philipines,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
India,Dubai,College,Government,F,Single,Basic,17034,0
Philipines,Abu Dhabi,College,Employed,F,Married,Basic,88435,1
India,Dubai,High School or Below,Employed,F,Single,Basic,71445,0
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,72149,1
Pakistan,Dubai,Bachelor,Retired,F,Divorced,Extended,23376,0
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,44788,1
UAE,Dubai,Bachelor,Employed,F,Single,Premium,69379,0
Pakistan,Sharjah,Bachelor,Employed,F,Married,Extended,38521,1
India,Abu Dhabi,High School or Below,Employed,M,Married,Basic,34482,1
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Abu Dhabi,College,Employed,M,Married,Basic,37256,1
UAE,Abu Dhabi,College,Employed,F,Married,Premium,77311,1
Pakistan,Sharjah,Bachelor,Employed,M,Married,Basic,39268,1
China,Dubai,College,Employed,M,Married,Extended,59644,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
Philipines,Dubai,Bachelor,Retired,F,Divorced,Extended,23376,0
China,Abu Dhabi,College,Employed,F,Divorced,Basic,50854,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Extended,35158,1
China,Dubai,High School or Below,Government,F,Married,Basic,15413,0
Pakistan,Dubai,College,Enterpreneur,M,Single,Extended,17860,2
UAE,Dubai,Master,Government,F,Divorced,Premium,16181,0
China,Sharjah,High School or Below,Employed,M,Married,Extended,91182,1
Pakistan,Dubai,Bachelor,Employed,F,Married,Basic,41154,0
Philipines,Dubai,High School or Below,Government,M,Married,Basic,18746,2
Pakistan,Abu Dhabi,College,Employed,F,Married,Extended,70277,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,College,Employed,M,Married,Extended,24919,1
Pakistan,Sharjah,Bachelor,Self-Employed,M,Single,Extended,0,2
Philipines,Dubai,High School or Below,Self-Employed,F,Married,Extended,0,0
Philipines,Dubai,High School or Below,Employed,F,Married,Basic,46370,0
Philipines,Sharjah,Master,Employed,F,Divorced,Basic,89918,1
Pakistan,Dubai,High School or Below,Employed,F,Single,Extended,37138,0
Philipines,Dubai,High School or Below,Retired,M,Married,Basic,19683,2
Pakistan,Sharjah,College,Employed,F,Married,Basic,32214,1
India,Dubai,College,Employed,F,Married,Basic,26472,0
India,Dubai,Bachelor,Employed,F,Single,Basic,39841,0
Philipines,Dubai,High School or Below,Employed,F,Married,Basic,51085,0
Philipines,Abu Dhabi,College,Employed,M,Married,Basic,61006,1
UAE,Sharjah,Bachelor,Employed,M,Married,Premium,34148,1
Other,Abu Dhabi,High School or Below,Employed,M,Married,Basic,95697,1
Philipines,Dubai,Bachelor,Employed,F,Married,Basic,75685,0
India,Dubai,High School or Below,Employed,M,Divorced,Basic,20870,2
China,Dubai,High School or Below,Employed,F,Married,Basic,66900,0
Philipines,Dubai,College,Self-Employed,F,Married,Basic,0,0
Pakistan,Abu Dhabi,High School or Below,Employed,M,Divorced,Basic,37043,1
India,Sharjah,Bachelor,Employed,M,Married,Basic,42837,1
India,Dubai,Bachelor,Employed,M,Married,Basic,33305,1
China,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
Pakistan,Sharjah,High School or Below,Government,F,Married,Basic,24823,0
China,Dubai,Bachelor,Employed,M,Married,Extended,98192,1
Philipines,Abu Dhabi,Bachelor,Employed,F,Single,Basic,88249,1
Other,Dubai,Master,Employed,M,Married,Basic,54585,1
UAE,Dubai,Master,Employed,F,Married,Premium,39770,0
Philipines,Abu Dhabi,Master,Employed,M,Married,Extended,85367,1
India,Sharjah,College,Employed,M,Married,Basic,74809,1
India,Dubai,College,Employed,M,Married,Basic,50144,1
Pakistan,Dubai,Master,Government,M,Divorced,Extended,20075,2
India,Dubai,High School or Below,Employed,F,Married,Basic,76448,0
India,Dubai,High School or Below,Employed,M,Married,Basic,59556,1
Philipines,Dubai,Bachelor,Government,M,Married,Basic,14174,2
Pakistan,Abu Dhabi,High School or Below,Employed,M,Married,Basic,35230,1
India,Dubai,High School or Below,Self-Employed,M,Married,Extended,0,2
Other,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
UAE,Dubai,High School or Below,Self-Employed,M,Divorced,Premium,0,2
Pakistan,Abu Dhabi,High School or Below,Employed,M,Divorced,Basic,51352,1
India,Abu Dhabi,College,Employed,M,Married,Basic,76675,1
Philipines,Dubai,College,Self-Employed,M,Single,Basic,0,2
Philipines,Sharjah,College,Self-Employed,M,Married,Basic,0,2
Philipines,Abu Dhabi,High School or Below,Employed,F,Married,Basic,94242,1
UAE,Abu Dhabi,Bachelor,Self-Employed,F,Married,Premium,0,0
India,Abu Dhabi,High School or Below,Employed,F,Married,Extended,71153,1
Philipines,Dubai,High School or Below,Employed,M,Married,Extended,63326,1
India,Sharjah,Bachelor,Employed,F,Married,Basic,29629,1
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Dubai,Master,Government,F,Divorced,Basic,23726,0
China,Dubai,High School or Below,Employed,F,Married,Extended,48999,0
Pakistan,Dubai,Bachelor,Enterpreneur,F,Married,Extended,13037,0
Philipines,Dubai,College,Government,M,Married,Basic,24245,2
China,Dubai,Bachelor,Employed,M,Married,Extended,44047,1
UAE,Dubai,Bachelor,Employed,F,Married,Premium,91942,0
Pakistan,Sharjah,High School or Below,Employed,F,Divorced,Basic,37640,1
India,Abu Dhabi,High School or Below,Employed,F,Divorced,Basic,77058,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
